step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
20,0.0017434231704100966,0.09316685050725937,0.003200882812961936,0.003200882812961936,0.00025977904442697763,0.07411303371191025,0.0019827154465019703,0.0019827154465019703,58.93729372937293,65.0,2.9751364390055337,2.3559961318969727
21,,,,,0.00022737091057933867,0.07279440015554428,0.001933545689098537,0.001933545689098537,,,,
22,,,,,0.0002182817115681246,0.06446129083633423,0.001720673288218677,0.001720673288218677,,,,
23,,,,,0.00025434623239561915,0.07256617397069931,0.0019413275877013803,0.0019413275877013803,,,,
24,,,,,0.0002360238431720063,0.07126689702272415,0.0018996844301000237,0.0018996844301000237,,,,
25,,,,,0.00023457301722373813,0.06927096843719482,0.0018490608781576157,0.0018490608781576157,,,,
26,,,,,0.00019497891480568796,0.06596951186656952,0.0017467273864895105,0.0017467273864895105,,,,
27,,,,,0.00021665285748895258,0.0692458376288414,0.0018394725630059838,0.0018394725630059838,,,,
28,,,,,0.00020429583673831075,0.06031409278512001,0.0016100003849714994,0.0016100003849714994,,,,
29,,,,,0.00017673255933914334,0.05197421833872795,0.001387721742503345,0.001387721742503345,,,,
30,0.0019325095927342772,0.08847380429506302,0.0031780998688191175,0.0031780998688191175,0.0001875333982752636,0.060195308178663254,0.001598649425432086,0.001598649425432086,43.11056105610562,58.333333333333336,3.2298075358072915,4.048086929321289
31,,,,,0.00019224396965000778,0.058544598519802094,0.001559737022034824,0.001559737022034824,,,,
32,,,,,0.0002277795720146969,0.07058750092983246,0.0018785774009302258,0.0018785774009302258,,,,
33,,,,,0.00022756522230338305,0.05759933590888977,0.0015537660801783204,0.0015537660801783204,,,,
34,,,,,0.0002341153158340603,0.07451160252094269,0.0019798479042947292,0.0019798479042947292,,,,
35,,,,,0.0001964202238013968,0.05643695592880249,0.0015091339591890574,0.0015091339591890574,,,,
36,,,,,0.00017476128414273262,0.053147416561841965,0.001416065962985158,0.001416065962985158,,,,
37,,,,,0.00017027484136633575,0.05691005662083626,0.001507889130152762,0.001507889130152762,,,,
38,,,,,0.00018234990420751274,0.06622879952192307,0.0017468951409682631,0.0017468951409682631,,,,
39,,,,,0.0001687642652541399,0.05689379200339317,0.0015067269559949636,0.0015067269559949636,,,,
40,0.0015914685791358352,0.0816618874669075,0.0028372816741466522,0.0028372816741466522,0.00016731888172216713,0.05229673907160759,0.0013910781126469374,0.0013910781126469374,40.21452145214521,51.66666666666667,3.4731292724609375,3.42281436920166
41,,,,,0.00013903672515880316,0.045769307762384415,0.001213751034811139,0.001213751034811139,,,,
42,,,,,0.00014897473738528788,0.0494975782930851,0.001311926869675517,0.001311926869675517,,,,
43,,,,,0.00014043631381355226,0.043516941368579865,0.001158141647465527,0.001158141647465527,,,,
44,,,,,0.00014676315186079592,0.0511963851749897,0.001353291212581098,0.001353291212581098,,,,
45,,,,,0.00014571014617104083,0.04653025418519974,0.0012361116241663694,0.0012361116241663694,,,,
46,,,,,0.0001504578540334478,0.04702729359269142,0.001250911271199584,0.001250911271199584,,,,
47,,,,,0.00015471845108550042,0.04647527262568474,0.0012392409844323993,0.0012392409844323993,,,,
48,,,,,0.00016062652866821736,0.0530550591647625,0.0014066898729652166,0.0014066898729652166,,,,
49,,,,,0.0001392229023622349,0.044815544039011,0.0011900002136826515,0.0011900002136826515,,,,
50,0.000996688730083406,0.06388726830482483,0.002095526084303856,0.002095526084303856,0.00013764921459369361,0.04773882403969765,0.0012622951762750745,0.0012622951762750745,42.693069306930695,56.666666666666664,3.1140502293904624,2.970799532803622
51,,,,,0.000158480295795016,0.04780728369951248,0.0012744221603497863,0.0012744221603497863,,,,
52,,,,,0.00015928919310681522,0.0502043254673481,0.0013347526546567678,0.0013347526546567678,,,,
53,,,,,0.0001688686606939882,0.04912878945469856,0.00131265411619097,0.00131265411619097,,,,
54,,,,,0.00016281846910715103,0.053928155452013016,0.0014296129811555147,0.0014296129811555147,,,,
55,,,,,0.00017643313913140446,0.053814806044101715,0.0014335867017507553,0.0014335867017507553,,,,
56,,,,,0.0001826801017159596,0.050975095480680466,0.001365717500448227,0.001365717500448227,,,,
57,,,,,0.00018419764819554985,0.0523073635995388,0.0013997828355059028,0.0013997828355059028,,,,
58,,,,,0.0001671103818807751,0.04979574307799339,0.0013284486485645175,0.0013284486485645175,,,,
59,,,,,0.00017527340969536453,0.051249079406261444,0.0013688637409359217,0.0013688637409359217,,,,
60,0.0017508204327896237,0.07545427232980728,0.0027617670129984617,0.0027617670129984617,0.00017458877118770033,0.0511198453605175,0.001365290372632444,0.001365290372632444,45.095709570957105,55.00000000000001,3.2189947764078775,3.0062544686453685
61,,,,,0.00016069083358161151,0.051639098674058914,0.0013713230146095157,0.0013713230146095157,,,,
62,,,,,0.00014798615302424878,0.04823969677090645,0.0012799856485798955,0.0012799856485798955,,,,
63,,,,,0.00011549600458238274,0.03867025300860405,0.0010245044250041246,0.0010245044250041246,,,,
64,,,,,0.00012395597877912223,0.038527511060237885,0.0010251656640321016,0.0010251656640321016,,,,
65,,,,,0.00012722839892376214,0.04190610721707344,0.00111126690171659,0.00111126690171659,,,,
66,,,,,0.0001295498077524826,0.04467523843050003,0.0011816559126600623,0.0011816559126600623,,,,
67,,,,,0.00013263746222946793,0.04162630811333656,0.00110697653144598,0.00110697653144598,,,,
68,,,,,9.128043166128919e-05,0.033151011914014816,0.0008744154474698007,0.0008744154474698007,,,,
69,,,,,0.0001193720381706953,0.044634949415922165,0.0011755599407479167,0.0011755599407479167,,,,
70,0.0014542058343067765,0.07806432992219925,0.0026787109673023224,0.0026787109673023224,0.0001615173096070066,0.052187297493219376,0.0013854411663487554,0.0013854411663487554,46.71617161716172,60.0,3.1380065282185874,2.9409071604410806
71,,,,,0.00012505297490861267,0.047051358968019485,0.0012388102477416396,0.0012388102477416396,,,,
72,,,,,0.00013519676576834172,0.03951556608080864,0.0010554875480011106,0.0010554875480011106,,,,
73,,,,,0.00010951577860396355,0.03603563830256462,0.0009556488366797566,0.0009556488366797566,,,,
74,,,,,0.0001173751734313555,0.041014526039361954,0.0010840506292879581,0.0010840506292879581,,,,
75,,,,,8.577990956837311e-05,0.030725890770554543,0.0008110371418297291,0.0008110371418297291,,,,
76,,,,,8.83619868545793e-05,0.029477184638381004,0.0007811106042936444,0.0007811106042936444,,,,
77,,,,,9.655796748120338e-05,0.03122629225254059,0.000828936172183603,0.000828936172183603,,,,
78,,,,,0.00012726373097393662,0.044163044542074203,0.0011677078437060118,0.0011677078437060118,,,,
79,,,,,0.00016138481441885233,0.0536273792386055,0.0014213768299669027,0.0014213768299669027,,,,
80,0.0014732597628608346,0.07898399233818054,0.002711229957640171,0.002711229957640171,0.00016271768254227936,0.04973132535815239,0.0013246418675407767,0.0013246418675407767,48.584158415841586,58.33333333333333,3.2130635579427085,3.1877927780151367
81,,,,,0.00013304869935382158,0.03868909552693367,0.0010337516432628036,0.0010337516432628036,,,,
82,,,,,0.00014829235442448407,0.04717571660876274,0.0012535389978438616,0.0012535389978438616,,,,
83,,,,,0.00012090442760381848,0.03849126771092415,0.0010227339807897806,0.0010227339807897806,,,,
84,,,,,0.00011637106217676774,0.03667536750435829,0.0009750697063282132,0.0009750697063282132,,,,
85,,,,,0.00010895902960328385,0.03804679587483406,0.001005649333819747,0.001005649333819747,,,,
86,,,,,8.650350355310366e-05,0.029176583513617516,0.0007726663607172668,0.0007726663607172668,,,,
87,,,,,0.00010272341023664922,0.03932950273156166,0.0010345993796363473,0.0010345993796363473,,,,
88,,,,,9.609448170522228e-05,0.032107554376125336,0.0008507361053489149,0.0008507361053489149,,,,
89,,,,,9.505539492238313e-05,0.031295157968997955,0.0008299066103063524,0.0008299066103063524,,,,
90,0.001570556778460741,0.07973691821098328,0.0027787014842033386,0.0027787014842033386,0.0001132882825913839,0.044949956238269806,0.0011803930392488837,0.0011803930392488837,37.430693069306926,56.666666666666664,3.163427988688151,3.3006278446742465
91,,,,,8.321709174197167e-05,0.028047969564795494,0.00074280786793679,0.00074280786793679,,,,
92,,,,,8.12345024314709e-05,0.02974780835211277,0.0007843124913051724,0.0007843124913051724,,,,
93,,,,,6.86670100549236e-05,0.025110075250267982,0.0006620854255743325,0.0006620854255743325,,,,
94,,,,,7.426251249853522e-05,0.021941840648651123,0.0005856772186234593,0.0005856772186234593,,,,
95,,,,,5.3244992159307e-05,0.018468547612428665,0.0004883361398242414,0.0004883361398242414,,,,
96,,,,,6.23633895884268e-05,0.022982152178883553,0.0006057354621589184,0.0006057354621589184,,,,
97,,,,,6.195613968884572e-05,0.022729087620973587,0.0005992052028886974,0.0005992052028886974,,,,
98,,,,,6.165266677271575e-05,0.023096580058336258,0.0006082408945076168,0.0006082408945076168,,,,
99,,,,,5.765343303210102e-05,0.018582593649625778,0.0004933915915898979,0.0004933915915898979,,,,
100,0.001561220153234899,0.07794106751680374,0.0027291367296129465,0.0027291367296129465,7.993842882569879e-05,0.027014588937163353,0.0007153339684009552,0.0007153339684009552,39.11386138613861,58.33333333333333,3.029857953389486,2.7270681858062744
101,,,,,5.180290463613346e-05,0.014793670736253262,0.0003957432054448873,0.0003957432054448873,,,,
102,,,,,6.547389057232067e-05,0.02530721388757229,0.0006654172902926803,0.0006654172902926803,,,,
103,,,,,5.02013681398239e-05,0.018470173701643944,0.0004868550749961287,0.0004868550749961287,,,,
104,,,,,5.749580304836854e-05,0.021934527903795242,0.0005771111464127898,0.0005771111464127898,,,,
105,,,,,6.700061931042e-05,0.020412614569067955,0.0005438157822936773,0.0005438157822936773,,,,
106,,,,,6.360059342114255e-05,0.02162119746208191,0.0005723302601836622,0.0005723302601836622,,,,
107,,,,,5.191072341403924e-05,0.019470090046525,0.0005127075710333884,0.0005127075710333884,,,,
108,,,,,7.020590419415385e-05,0.024306638166308403,0.0006427689222618937,0.0006427689222618937,,,,
109,,,,,6.533740815939382e-05,0.020244628190994263,0.000538784428499639,0.000538784428499639,,,,
110,0.0014762860955670476,0.07201636582612991,0.002538552274927497,0.002538552274927497,5.514296572073363e-05,0.019293827936053276,0.0005099172121845186,0.0005099172121845186,42.18316831683168,60.0,2.9577223459879556,2.692168712615967
111,,,,,6.351866613840684e-05,0.01889285445213318,0.0005040806718170643,0.0005040806718170643,,,,
112,,,,,4.694235758506693e-05,0.016923146322369576,0.0004465498495846987,0.0004465498495846987,,,,
113,,,,,5.105269519845024e-05,0.01652979664504528,0.00043877126881852746,0.00043877126881852746,,,,
114,,,,,5.5691587476758286e-05,0.018675386905670166,0.0004947304842062294,0.0004947304842062294,,,,
115,,,,,4.788081787410192e-05,0.017966896295547485,0.00047311282833106816,0.00047311282833106816,,,,
116,,,,,4.3538635509321466e-05,0.01464076992124319,0.0003877885465044528,0.0003877885465044528,,,,
117,,,,,5.328541010385379e-05,0.020037967711687088,0.000527591968420893,0.000527591968420893,,,,
118,,,,,5.06197138747666e-05,0.01673085056245327,0.00044358111335895956,0.00044358111335895956,,,,
119,,,,,6.273726467043161e-05,0.022731652483344078,0.0005996600375510752,0.0005996600375510752,,,,
120,0.0014914715429767966,0.07214132696390152,0.002549269236624241,0.002549269236624241,6.225665856618434e-05,0.02020733430981636,0.000536311708856374,0.000536311708856374,40.5,58.33333333333333,3.0639400482177734,2.775725841522217
121,,,,,5.243551640887745e-05,0.01800607331097126,0.0004763696051668376,0.0004763696051668376,,,,
122,,,,,5.196037454879843e-05,0.017988981679081917,0.00047570475726388395,0.00047570475726388395,,,,
123,,,,,4.5736094762105495e-05,0.016572335734963417,0.0004371764662209898,0.0004371764662209898,,,,
124,,,,,6.193258741404861e-05,0.023381352424621582,0.0006155000883154571,0.0006155000883154571,,,,
125,,,,,5.174323086976074e-05,0.015919391065835953,0.00042385634151287377,0.00042385634151287377,,,,
126,,,,,5.305950980982743e-05,0.02009875513613224,0.0005289986147545278,0.0005289986147545278,,,,
127,,,,,5.3161678806645796e-05,0.01839047484099865,0.00048634264385327697,0.00048634264385327697,,,,
128,,,,,4.6778881369391456e-05,0.01625332050025463,0.00042972248047590256,0.00042972248047590256,,,,
129,,,,,4.437947427504696e-05,0.01609734259545803,0.00042462331475690007,0.00042462331475690007,,,,
130,0.0014696231810376048,0.07112591713666916,0.0025129590649157763,0.0025129590649157763,5.5974716815399006e-05,0.018760785460472107,0.0004970069858245552,0.0004970069858245552,42.18316831683168,60.0,3.0249837239583335,2.7410829067230225
131,,,,,4.719378557638265e-05,0.016104700043797493,0.00042621439206413925,0.00042621439206413925,,,,
132,,,,,4.3667179852491245e-05,0.013905977830290794,0.00036948308115825057,0.00036948308115825057,,,,
133,,,,,4.473808439797722e-05,0.0159279964864254,0.0004205689765512943,0.0004205689765512943,,,,
134,,,,,5.1582555897766724e-05,0.017047733068466187,0.00045198461157269776,0.00045198461157269776,,,,
135,,,,,5.101154602016322e-05,0.01585741713643074,0.00042194119305349886,0.00042194119305349886,,,,
136,,,,,4.942025407217443e-05,0.01834546960890293,0.000483346899272874,0.000483346899272874,,,,
137,,,,,5.773833618150093e-05,0.018926087766885757,0.0005020214011892676,0.0005020214011892676,,,,
138,,,,,5.59213622182142e-05,0.019929001107811928,0.0005261856713332236,0.0005261856713332236,,,,
139,,,,,4.5414188207359985e-05,0.014838716015219688,0.0003936749999411404,0.0003936749999411404,,,,
140,0.0014894717605784535,0.07118804007768631,0.0025244366843253374,0.0025244366843253374,4.6502507757395506e-05,0.01669597625732422,0.00044065064867027104,0.00044065064867027104,42.18316831683168,60.0,3.0273586908976235,2.741811752319336
141,,,,,4.4052732846466824e-05,0.016712334007024765,0.00043983469367958605,0.00043983469367958605,,,,
142,,,,,5.8701254602056e-05,0.01939803548157215,0.0005143014714121819,0.0005143014714121819,,,,
143,,,,,4.029654519399628e-05,0.01517711766064167,0.0003995762381237,0.0003995762381237,,,,
144,,,,,4.1200790292350575e-05,0.013620964251458645,0.0003611244901549071,0.0003611244901549071,,,,
145,,,,,4.118552533327602e-05,0.015350029803812504,0.0004043435037601739,0.0004043435037601739,,,,
146,,,,,5.0690810894593596e-05,0.0179099403321743,0.0004730939108412713,0.0004730939108412713,,,,
147,,,,,4.016860475530848e-05,0.014897607266902924,0.0003925244964193553,0.0003925244964193553,,,,
148,,,,,4.174079003860243e-05,0.013751392252743244,0.0003646551922429353,0.0003646551922429353,,,,
149,,,,,4.2103503801627085e-05,0.014217372052371502,0.00037648604484274983,0.00037648604484274983,,,,
150,0.0014718488091602921,0.0696450024843216,0.00247704959474504,0.00247704959474504,3.995900260633789e-05,0.013775184750556946,0.0003643590898718685,0.0003643590898718685,42.18316831683168,60.0,2.993199030558268,2.6913509368896484
151,,,,,3.5089655284537e-05,0.013111514039337635,0.00034533263533376157,0.00034533263533376157,,,,
152,,,,,4.343772161519155e-05,0.014841074123978615,0.00039274574373848736,0.00039274574373848736,,,,
153,,,,,4.197951056994498e-05,0.013951404020190239,0.00036977481795474887,0.00036977481795474887,,,,
154,,,,,4.704890670836903e-05,0.01588832028210163,0.00042073242366313934,0.00042073242366313934,,,,
155,,,,,4.089725189260207e-05,0.016787094995379448,0.0004401260521262884,0.0004401260521262884,,,,
156,,,,,5.153666643309407e-05,0.0183988269418478,0.00048573905951343477,0.00048573905951343477,,,,
157,,,,,4.296796032576822e-05,0.01484726369380951,0.00039266564999707043,0.00039266564999707043,,,,
158,,,,,4.055644239997491e-05,0.013760541565716267,0.00036429171450436115,0.00036429171450436115,,,,
159,,,,,4.7270725190173835e-05,0.016372038051486015,0.0004329363873694092,0.0004329363873694092,,,,
160,0.0014664600603282452,0.06962006539106369,0.0024737315252423286,0.0024737315252423286,5.661193426931277e-05,0.017517970874905586,0.00046625526738353074,0.00046625526738353074,42.18316831683168,60.0,2.983702023824056,2.67110538482666
161,,,,,4.7925346734700724e-05,0.017005665227770805,0.0004491042927838862,0.0004491042927838862,,,,
162,,,,,5.369953942135908e-05,0.019568363204598427,0.0005160588189028203,0.0005160588189028203,,,,
163,,,,,3.985725197708234e-05,0.013165486976504326,0.00034906581277027726,0.00034906581277027726,,,,
164,,,,,5.613273970084265e-05,0.019512025639414787,0.0005158670246601105,0.0005158670246601105,,,,
165,,,,,6.0078611568314955e-05,0.02116023376584053,0.0005590452929027379,0.0005590452929027379,,,,
166,,,,,3.696845305967145e-05,0.013797037303447723,0.0003634101594798267,0.0003634101594798267,,,,
167,,,,,4.622878259397112e-05,0.01537883747369051,0.0004075853794347495,0.0004075853794347495,,,,
168,,,,,5.2323975978652015e-05,0.020504891872406006,0.0005387843120843172,0.0005387843120843172,,,,
169,,,,,5.279824836179614e-05,0.02121838368475437,0.0005568587803281844,0.0005568587803281844,,,,
170,0.0014950959011912346,0.07202769815921783,0.0025482403580099344,0.0025482403580099344,4.787232683156617e-05,0.016620716080069542,0.0004394540737848729,0.0004394540737848729,42.18316831683168,60.0,3.0561841328938804,2.754023551940918
171,,,,,4.433538924786262e-05,0.015537448227405548,0.00041060385410673916,0.00041060385410673916,,,,
172,,,,,4.619243918568827e-05,0.014875637367367744,0.00039498720434494317,0.00039498720434494317,,,,
173,,,,,5.220409730100073e-05,0.018627900630235672,0.0004917996120639145,0.0004917996120639145,,,,
174,,,,,4.059588900418021e-05,0.01431806106120348,0.00037824941682629287,0.00037824941682629287,,,,
175,,,,,4.2639938328647986e-05,0.01504710502922535,0.0003974975843448192,0.0003974975843448192,,,,
176,,,,,5.133048034622334e-05,0.01858477108180523,0.0004902845248579979,0.0004902845248579979,,,,
177,,,,,4.682729559135623e-05,0.014844974502921104,0.00039453801582567394,0.00039453801582567394,,,,
178,,,,,4.6490400563925505e-05,0.018490348011255264,0.00048550395877100527,0.00048550395877100527,,,,
179,,,,,4.74874468636699e-05,0.018104800954461098,0.0004763637261930853,0.0004763637261930853,,,,
180,0.0014831599546596408,0.07066695392131805,0.002508253790438175,0.002508253790438175,3.9172966353362426e-05,0.013967693783342838,0.00036877882666885853,0.00036877882666885853,42.18316831683168,60.0,3.0227508544921875,2.7096781730651855
181,,,,,3.65607556886971e-05,0.012399828992784023,0.0003282761317677796,0.0003282761317677796,,,,
182,,,,,4.726048427983187e-05,0.016683800145983696,0.000440725329099223,0.000440725329099223,,,,
183,,,,,5.111646532895975e-05,0.017039494588971138,0.0004515456093940884,0.0004515456093940884,,,,
184,,,,,5.354801032808609e-05,0.02013266459107399,0.0005300906486809254,0.0005300906486809254,,,,
185,,,,,3.662804374471307e-05,0.01282193697988987,0.0003388624172657728,0.0003388624172657728,,,,
186,,,,,5.1310384151292965e-05,0.020833324640989304,0.0005464882706291974,0.0005464882706291974,,,,
187,,,,,4.1094088373938575e-05,0.014917599968612194,0.0003934870765078813,0.0003934870765078813,,,,
188,,,,,4.096662814845331e-05,0.01602044329047203,0.00042099435813724995,0.00042099435813724995,,,,
189,,,,,4.757643910124898e-05,0.01647976227104664,0.0004357823054306209,0.0004357823054306209,,,,
190,0.0015153432032093406,0.07108953595161438,0.0025349101051688194,0.0025349101051688194,4.5724736992269754e-05,0.016111182048916817,0.0004256419197190553,0.0004256419197190553,41.201320132013194,58.33333333333333,3.039731025695801,2.7326278686523438
191,,,,,3.772415584535338e-05,0.01475684903562069,0.00038778333691880107,0.00038778333691880107,,,,
192,,,,,4.6615990868303925e-05,0.015605762600898743,0.0004134520422667265,0.0004134520422667265,,,,
193,,,,,6.477815622929484e-05,0.02154841646552086,0.0005710994591936469,0.0005710994591936469,,,,
194,,,,,4.394533607410267e-05,0.012260443530976772,0.00032848372939042747,0.00032848372939042747,,,,
195,,,,,4.6376466343645006e-05,0.016019998118281364,0.0004236882377881557,0.0004236882377881557,,,,
196,,,,,5.5149961553979665e-05,0.021665140986442566,0.0005692035192623734,0.0005692035192623734,,,,
197,,,,,3.973232378484681e-05,0.014673394151031971,0.00038670102367177606,0.00038670102367177606,,,,
198,,,,,4.881923086941242e-05,0.015876945108175278,0.00042133330134674907,0.00042133330134674907,,,,
199,,,,,4.531009108177386e-05,0.01648769900202751,0.00043484754860401154,0.00043484754860401154,,,,
200,0.0015092998510226607,0.07037370651960373,0.002513992367312312,0.002513992367312312,3.890087464242242e-05,0.014234447851777077,0.00037531161797232926,0.00037531161797232926,41.201320132013194,58.33333333333333,3.0219732920328775,2.741266965866089
